asset_path,source_path,source_commit,source_blob_sha,source_file_sha256,asset_sha256,evidence_class,thesis_use,citation_allowed,derived_or_copied,derivation,caveat
raw/optimization/o4_nested/re2tt/case_ranks.csv,artifacts/opt/o4_nested/re2tt/case_ranks.csv,9342e06db91945be2e44703437229ba45b18bda8,1021e23e2df568c2754d9be3296e54f24ec7259f,8758769c66809804faf168b2a5e0a4601f0a40990b2c183dcff314780b52b700,8758769c66809804faf168b2a5e0a4601f0a40990b2c183dcff314780b52b700,DEVELOPMENT,configuration robustness and frozen optimization post-study,true,COPIED,byte-identical copy of committed frozen evidence,
raw/optimization/o4_nested/re2tt/config.json,artifacts/opt/o4_nested/re2tt/config.json,9342e06db91945be2e44703437229ba45b18bda8,76f5b44ca057b381493132312e139473987dd7f2,02ab2f5222b98f0c5a26d5873a99228b0592cebfccac5ec510cba5217205c7c2,02ab2f5222b98f0c5a26d5873a99228b0592cebfccac5ec510cba5217205c7c2,DEVELOPMENT,configuration robustness and frozen optimization post-study,true,COPIED,byte-identical copy of committed frozen evidence,
raw/optimization/o4_nested/re2tt/feature_names.json,artifacts/opt/o4_nested/re2tt/feature_names.json,9342e06db91945be2e44703437229ba45b18bda8,f17ac08a73c8e8099e43fd7ebffe9d65dade1b76,c0e6b9ebb5d2a323bae2983fc039be5ede64073dc63650090edc12c07a18c2a5,c0e6b9ebb5d2a323bae2983fc039be5ede64073dc63650090edc12c07a18c2a5,DEVELOPMENT,configuration robustness and frozen optimization post-study,true,COPIED,byte-identical copy of committed frozen evidence,
raw/optimization/o4_nested/re2tt/metrics.json,artifacts/opt/o4_nested/re2tt/metrics.json,9342e06db91945be2e44703437229ba45b18bda8,cab7c1956a4b47a0a43aac848405fa514cc30ae4,5d691c9ebdd7c27d0183384704f50c7da3628d4cf91c9727a6d45dc2e101205e,5d691c9ebdd7c27d0183384704f50c7da3628d4cf91c9727a6d45dc2e101205e,DEVELOPMENT,configuration robustness and frozen optimization post-study,true,COPIED,byte-identical copy of committed frozen evidence,
raw/optimization/o4_nested/re2tt/outer_predictions.csv,artifacts/opt/o4_nested/re2tt/outer_predictions.csv,9342e06db91945be2e44703437229ba45b18bda8,1021e23e2df568c2754d9be3296e54f24ec7259f,8758769c66809804faf168b2a5e0a4601f0a40990b2c183dcff314780b52b700,8758769c66809804faf168b2a5e0a4601f0a40990b2c183dcff314780b52b700,DEVELOPMENT,configuration robustness and frozen optimization post-study,true,COPIED,byte-identical copy of committed frozen evidence,
raw/optimization/o4_nested/re2tt/selection_trace.json,artifacts/opt/o4_nested/re2tt/selection_trace.json,9342e06db91945be2e44703437229ba45b18bda8,d3eebe93800eb0b6b0ca9f37275be1ef45efa49c,f94c1c1b82b47daaf78f8d3baac6808928bb6ee100c7ec981c480b9e1576e2b0,f94c1c1b82b47daaf78f8d3baac6808928bb6ee100c7ec981c480b9e1576e2b0,DEVELOPMENT,configuration robustness and frozen optimization post-study,true,COPIED,byte-identical copy of committed frozen evidence,
raw/optimization/o4_nested/re2tt/versions.json,artifacts/opt/o4_nested/re2tt/versions.json,9342e06db91945be2e44703437229ba45b18bda8,092ea17904bea7a10cca04ad0d13092a90128464,d514eb1abeb6e16b346d1778f86f86e89e7e7cbe9ad188d52ebb8691f0851175,d514eb1abeb6e16b346d1778f86f86e89e7e7cbe9ad188d52ebb8691f0851175,DEVELOPMENT,configuration robustness and frozen optimization post-study,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p3/p3_a2_summary.json,artifacts/runs/p3_a2_summary.json,9342e06db91945be2e44703437229ba45b18bda8,54b7d735ebabd2010e8ed12de30173a09a74a791,fccc92d8d8deedce2153fdf4873de6238a71f0820696cac6c3bbd98b55f14138,fccc92d8d8deedce2153fdf4873de6238a71f0820696cac6c3bbd98b55f14138,DEVELOPMENT,P3 internal OOF evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p3/p3_g1_bootstrap.json,artifacts/bootstrap/p3_g1_bootstrap.json,9342e06db91945be2e44703437229ba45b18bda8,bbfa1167d4cf5048ed61e5703a91f04446581476,77c7d974c088d94ef6e31082410c5775c1028d1e00058426e905ab41dd7c46cf,77c7d974c088d94ef6e31082410c5775c1028d1e00058426e905ab41dd7c46cf,DEVELOPMENT,P3 paired bootstrap and NO-GO decision evidence,true,COPIED,byte-identical copy of committed frozen evidence,P3 is development/internal evidence and P3-G1 is NO-GO/CLOSED.
raw/p3/z0/re2ob/checksums.json,artifacts/runs/z0/re2ob/checksums.json,9342e06db91945be2e44703437229ba45b18bda8,687d4a3e49bedf752a7493f7d6cca65039b00d78,d993b1cde1f2525b643a9a8a78553e86a999737cb643b9aa48741ab73c590c70,d993b1cde1f2525b643a9a8a78553e86a999737cb643b9aa48741ab73c590c70,DEVELOPMENT,P3 internal OOF evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p3/z0/re2ob/config.json,artifacts/runs/z0/re2ob/config.json,9342e06db91945be2e44703437229ba45b18bda8,869d7718cc4ed20d1fa3964ef539d5d853555656,7f8b6f15a28192a6e6bc5c5d47852588bcceeac15cffd4d95e7602bf70636a3e,7f8b6f15a28192a6e6bc5c5d47852588bcceeac15cffd4d95e7602bf70636a3e,DEVELOPMENT,P3 internal OOF evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p3/z0/re2ob/environment.json,artifacts/runs/z0/re2ob/environment.json,9342e06db91945be2e44703437229ba45b18bda8,d39635301ce7780d01a680b7e2f0e6cdf08c22ed,2c8791528d621e17dd45c962d49b659e7b1e338b61d8b4d3f32f6176569d7cef,2c8791528d621e17dd45c962d49b659e7b1e338b61d8b4d3f32f6176569d7cef,DEVELOPMENT,P3 internal OOF evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p3/z0/re2ob/manifest.json,artifacts/runs/z0/re2ob/manifest.json,9342e06db91945be2e44703437229ba45b18bda8,47536ede8e754510ba46d947455f9c1255d88c2f,dbf06faf468f52ebf18b03304bc25357dc307d8d05315893f35d8fdfe55fd243,dbf06faf468f52ebf18b03304bc25357dc307d8d05315893f35d8fdfe55fd243,DEVELOPMENT,P3 internal OOF evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p3/z0/re2ob/metrics.json,artifacts/runs/z0/re2ob/metrics.json,9342e06db91945be2e44703437229ba45b18bda8,bf96f94053942da6b34ff273c9ee931de9526c7d,e32b0ce4310f197fe811a414c02d34c5236428e0695b6a21e196d8f724ef58ff,e32b0ce4310f197fe811a414c02d34c5236428e0695b6a21e196d8f724ef58ff,DEVELOPMENT,P3 internal OOF evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p3/z0/re2ob/predictions.jsonl,artifacts/runs/z0/re2ob/predictions.jsonl,9342e06db91945be2e44703437229ba45b18bda8,874fc124aec1d005f3f485ff901b01af3a73bf40,dd4ad7ead990544b1afb278e0ef2058273932238e229a436a487c7a819da0496,dd4ad7ead990544b1afb278e0ef2058273932238e229a436a487c7a819da0496,DEVELOPMENT,P3 internal OOF evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p3/z0/re2ob/runtime.json,artifacts/runs/z0/re2ob/runtime.json,9342e06db91945be2e44703437229ba45b18bda8,a29c732d3bd17937eda0746e0e661d3906af65bf,3e0628d985dd009af903ef6ddade41ded99dd782aa9634f2f541118a3bdc78a4,3e0628d985dd009af903ef6ddade41ded99dd782aa9634f2f541118a3bdc78a4,DEVELOPMENT,P3 internal OOF evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p3/z0/re2tt/checksums.json,artifacts/runs/z0/re2tt/checksums.json,9342e06db91945be2e44703437229ba45b18bda8,6d05b1049154ae0f87af3f392a2efbbf7b0f8a5e,8e38fc0dab04eba2de2e8c1429734c147eb048a27f2b186e3c6b90d66fe55241,8e38fc0dab04eba2de2e8c1429734c147eb048a27f2b186e3c6b90d66fe55241,DEVELOPMENT,P3 internal OOF evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p3/z0/re2tt/config.json,artifacts/runs/z0/re2tt/config.json,9342e06db91945be2e44703437229ba45b18bda8,869d7718cc4ed20d1fa3964ef539d5d853555656,7f8b6f15a28192a6e6bc5c5d47852588bcceeac15cffd4d95e7602bf70636a3e,7f8b6f15a28192a6e6bc5c5d47852588bcceeac15cffd4d95e7602bf70636a3e,DEVELOPMENT,P3 internal OOF evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p3/z0/re2tt/environment.json,artifacts/runs/z0/re2tt/environment.json,9342e06db91945be2e44703437229ba45b18bda8,d39635301ce7780d01a680b7e2f0e6cdf08c22ed,2c8791528d621e17dd45c962d49b659e7b1e338b61d8b4d3f32f6176569d7cef,2c8791528d621e17dd45c962d49b659e7b1e338b61d8b4d3f32f6176569d7cef,DEVELOPMENT,P3 internal OOF evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p3/z0/re2tt/manifest.json,artifacts/runs/z0/re2tt/manifest.json,9342e06db91945be2e44703437229ba45b18bda8,ec51c7d863030fd8e5fbeebfa3fab3cff3852540,b7db7790840045d44691ccec321fcdd3e2599d6970eedf196177ce77bdf0029e,b7db7790840045d44691ccec321fcdd3e2599d6970eedf196177ce77bdf0029e,DEVELOPMENT,P3 internal OOF evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p3/z0/re2tt/metrics.json,artifacts/runs/z0/re2tt/metrics.json,9342e06db91945be2e44703437229ba45b18bda8,c789cb1cdba70ebce0b0ad602f149ab4530cd72b,f3c57914035588e4ae5b5e55f20f53767c499c7786562894798fe3bb4db9f32c,f3c57914035588e4ae5b5e55f20f53767c499c7786562894798fe3bb4db9f32c,DEVELOPMENT,P3 internal OOF evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p3/z0/re2tt/predictions.jsonl,artifacts/runs/z0/re2tt/predictions.jsonl,9342e06db91945be2e44703437229ba45b18bda8,8fd85b0a2883f1e6a7c390c750d69c0eb434be08,933963d4c4ab8a8ed5e088ba3476cc4352ba482344aefe373a4dd288d5e82a6e,933963d4c4ab8a8ed5e088ba3476cc4352ba482344aefe373a4dd288d5e82a6e,DEVELOPMENT,P3 internal OOF evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p3/z0/re2tt/runtime.json,artifacts/runs/z0/re2tt/runtime.json,9342e06db91945be2e44703437229ba45b18bda8,d6727bc4089cd9f2e16e552e7a0639e686b50172,55cd1174eba5d8cee1869640c6cc5e9f7ed42b8005842120cb3329db1f373471,55cd1174eba5d8cee1869640c6cc5e9f7ed42b8005842120cb3329db1f373471,DEVELOPMENT,P3 internal OOF evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p3/z1/re2ob/checksums.json,artifacts/runs/z1/re2ob/checksums.json,9342e06db91945be2e44703437229ba45b18bda8,f72fe1ffd22002b660bb61c1ca7795e866795d96,f9680c11805616db0933f81deb9bdcc6b1474823f9aed6cc80329c97754e3a81,f9680c11805616db0933f81deb9bdcc6b1474823f9aed6cc80329c97754e3a81,DEVELOPMENT,P3 internal OOF evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p3/z1/re2ob/config.json,artifacts/runs/z1/re2ob/config.json,9342e06db91945be2e44703437229ba45b18bda8,9fd8d86925abccbd8c41afe0e5c44c8bdab39f5c,79d24f8d544962887473be18d9538a7adf9f62e700a69bb7944ac8ffa4943798,79d24f8d544962887473be18d9538a7adf9f62e700a69bb7944ac8ffa4943798,DEVELOPMENT,P3 internal OOF evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p3/z1/re2ob/environment.json,artifacts/runs/z1/re2ob/environment.json,9342e06db91945be2e44703437229ba45b18bda8,d39635301ce7780d01a680b7e2f0e6cdf08c22ed,2c8791528d621e17dd45c962d49b659e7b1e338b61d8b4d3f32f6176569d7cef,2c8791528d621e17dd45c962d49b659e7b1e338b61d8b4d3f32f6176569d7cef,DEVELOPMENT,P3 internal OOF evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p3/z1/re2ob/manifest.json,artifacts/runs/z1/re2ob/manifest.json,9342e06db91945be2e44703437229ba45b18bda8,698f3e1473aff736998dc2a89a7a73bda0e8d799,75d6cc062bd17d34648bacc1c3ea10dc6b65b74ee4a36bbb7726f5057b08f102,75d6cc062bd17d34648bacc1c3ea10dc6b65b74ee4a36bbb7726f5057b08f102,DEVELOPMENT,P3 internal OOF evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p3/z1/re2ob/metrics.json,artifacts/runs/z1/re2ob/metrics.json,9342e06db91945be2e44703437229ba45b18bda8,a848fa92aad08f706a27e9e3c542e1f4afc0f6e2,453f31d49dda3d2a050f685b26bf2acd4133fff20bb0bdacf562d3ceb2dc2e62,453f31d49dda3d2a050f685b26bf2acd4133fff20bb0bdacf562d3ceb2dc2e62,DEVELOPMENT,P3 internal OOF evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p3/z1/re2ob/predictions.jsonl,artifacts/runs/z1/re2ob/predictions.jsonl,9342e06db91945be2e44703437229ba45b18bda8,1dea19f8e7bf7cb40c30ee796c523ee6affa5d81,f60e5c5566d01da0ce64187ebf2285813666edd69f24085c6fb60795b93b7e7e,f60e5c5566d01da0ce64187ebf2285813666edd69f24085c6fb60795b93b7e7e,DEVELOPMENT,P3 internal OOF evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p3/z1/re2ob/runtime.json,artifacts/runs/z1/re2ob/runtime.json,9342e06db91945be2e44703437229ba45b18bda8,ce498e083833564cf248bc206195aad7480f53a6,0f57d9cf43649e8bc1360d01226ae720f225be216cb7f605bb65692e49d0d806,0f57d9cf43649e8bc1360d01226ae720f225be216cb7f605bb65692e49d0d806,DEVELOPMENT,P3 internal OOF evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p3/z1/re2tt/checksums.json,artifacts/runs/z1/re2tt/checksums.json,9342e06db91945be2e44703437229ba45b18bda8,87ec169436e2477e1ad559cca9cc7cc5a2b48c9a,5808903ff3fbb39f43913f23f8f7851fca2d1bf9a603846a92816e4cf20dad6e,5808903ff3fbb39f43913f23f8f7851fca2d1bf9a603846a92816e4cf20dad6e,DEVELOPMENT,P3 internal OOF evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p3/z1/re2tt/config.json,artifacts/runs/z1/re2tt/config.json,9342e06db91945be2e44703437229ba45b18bda8,9fd8d86925abccbd8c41afe0e5c44c8bdab39f5c,79d24f8d544962887473be18d9538a7adf9f62e700a69bb7944ac8ffa4943798,79d24f8d544962887473be18d9538a7adf9f62e700a69bb7944ac8ffa4943798,DEVELOPMENT,P3 internal OOF evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p3/z1/re2tt/environment.json,artifacts/runs/z1/re2tt/environment.json,9342e06db91945be2e44703437229ba45b18bda8,d39635301ce7780d01a680b7e2f0e6cdf08c22ed,2c8791528d621e17dd45c962d49b659e7b1e338b61d8b4d3f32f6176569d7cef,2c8791528d621e17dd45c962d49b659e7b1e338b61d8b4d3f32f6176569d7cef,DEVELOPMENT,P3 internal OOF evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p3/z1/re2tt/manifest.json,artifacts/runs/z1/re2tt/manifest.json,9342e06db91945be2e44703437229ba45b18bda8,9db26e5f7e2c09ce9f5b8e0f2a02b9e3e1c904b3,4aae813ffcbe74ae6da669179fcac4179fb2a5dbf55f450e12c18a0763b73359,4aae813ffcbe74ae6da669179fcac4179fb2a5dbf55f450e12c18a0763b73359,DEVELOPMENT,P3 internal OOF evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p3/z1/re2tt/metrics.json,artifacts/runs/z1/re2tt/metrics.json,9342e06db91945be2e44703437229ba45b18bda8,3e21d1814e47ebf3b75465a787719dfdec1872c9,6f5c03aff6769c5e7b8f7437df9f676723830f4272fdbbd5150a06727d21a4d8,6f5c03aff6769c5e7b8f7437df9f676723830f4272fdbbd5150a06727d21a4d8,DEVELOPMENT,P3 internal OOF evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p3/z1/re2tt/predictions.jsonl,artifacts/runs/z1/re2tt/predictions.jsonl,9342e06db91945be2e44703437229ba45b18bda8,895e763ef132f4210db06c87e781e73fd98a4f9c,2ed3c3055954f534377e94bf7bd03996c7ee08677e21782d43cd80f406d12ce9,2ed3c3055954f534377e94bf7bd03996c7ee08677e21782d43cd80f406d12ce9,DEVELOPMENT,P3 internal OOF evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p3/z1/re2tt/runtime.json,artifacts/runs/z1/re2tt/runtime.json,9342e06db91945be2e44703437229ba45b18bda8,d745f85d07cc6f9186edb82243b4315fc1a6c7a9,30e9dcd8109ba181a23ce87854e6c75565a96f5002459e0191ae88d48b0d052b,30e9dcd8109ba181a23ce87854e6c75565a96f5002459e0191ae88d48b0d052b,DEVELOPMENT,P3 internal OOF evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p3/z2/re2ob/checksums.json,artifacts/runs/z2/re2ob/checksums.json,9342e06db91945be2e44703437229ba45b18bda8,6e3f63ded2bb4504082ef47ca85f3251500ad4c2,4bcfc36f3e14faabcd81e2527b9d6314e92ea8bb247a659959f55cf2bba536e4,4bcfc36f3e14faabcd81e2527b9d6314e92ea8bb247a659959f55cf2bba536e4,DEVELOPMENT,P3 internal OOF evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p3/z2/re2ob/config.json,artifacts/runs/z2/re2ob/config.json,9342e06db91945be2e44703437229ba45b18bda8,999e8e61685b417fef4c5acc1b24d3f1a95da198,4638468ece8a552457c0c36add875ac80968b210d24f8a337cc1920d356d9534,4638468ece8a552457c0c36add875ac80968b210d24f8a337cc1920d356d9534,DEVELOPMENT,P3 internal OOF evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p3/z2/re2ob/environment.json,artifacts/runs/z2/re2ob/environment.json,9342e06db91945be2e44703437229ba45b18bda8,d39635301ce7780d01a680b7e2f0e6cdf08c22ed,2c8791528d621e17dd45c962d49b659e7b1e338b61d8b4d3f32f6176569d7cef,2c8791528d621e17dd45c962d49b659e7b1e338b61d8b4d3f32f6176569d7cef,DEVELOPMENT,P3 internal OOF evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p3/z2/re2ob/manifest.json,artifacts/runs/z2/re2ob/manifest.json,9342e06db91945be2e44703437229ba45b18bda8,fd556674555602c461e6a885bb28c7a9716c7bf4,e264441318622e7748684fdc80ba459b16030993cf6168cc68b6e7a5376eded5,e264441318622e7748684fdc80ba459b16030993cf6168cc68b6e7a5376eded5,DEVELOPMENT,P3 internal OOF evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p3/z2/re2ob/metrics.json,artifacts/runs/z2/re2ob/metrics.json,9342e06db91945be2e44703437229ba45b18bda8,35443db0d9359edf55578b87a302f787603dc847,9e831241097f2cce883ec63c658e78267cb0af01c27c3c37499b3126c556b356,9e831241097f2cce883ec63c658e78267cb0af01c27c3c37499b3126c556b356,DEVELOPMENT,P3 internal OOF evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p3/z2/re2ob/predictions.jsonl,artifacts/runs/z2/re2ob/predictions.jsonl,9342e06db91945be2e44703437229ba45b18bda8,fc20b0647606ebde4997256df3016481a1969494,1f481fe4067c398d02e0be0227e2cf7266e403ed78568dfdb40e10bcf5669b1b,1f481fe4067c398d02e0be0227e2cf7266e403ed78568dfdb40e10bcf5669b1b,DEVELOPMENT,P3 internal OOF evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p3/z2/re2ob/runtime.json,artifacts/runs/z2/re2ob/runtime.json,9342e06db91945be2e44703437229ba45b18bda8,ca6be36d576dc327e8a15750f39716f56d225deb,312c53821463d22faf6f8afe767b58b1b199b5cd4472a594a2d5f099ab12fd0a,312c53821463d22faf6f8afe767b58b1b199b5cd4472a594a2d5f099ab12fd0a,DEVELOPMENT,P3 internal OOF evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p3/z2/re2tt/checksums.json,artifacts/runs/z2/re2tt/checksums.json,9342e06db91945be2e44703437229ba45b18bda8,f96de3a5ba778e512160691a1c8b5cc0f75053c4,26887f9fa0dd20d49f46a47ea3d2cfc2619088ba9201f0fd250c91dca856beee,26887f9fa0dd20d49f46a47ea3d2cfc2619088ba9201f0fd250c91dca856beee,DEVELOPMENT,P3 internal OOF evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p3/z2/re2tt/config.json,artifacts/runs/z2/re2tt/config.json,9342e06db91945be2e44703437229ba45b18bda8,999e8e61685b417fef4c5acc1b24d3f1a95da198,4638468ece8a552457c0c36add875ac80968b210d24f8a337cc1920d356d9534,4638468ece8a552457c0c36add875ac80968b210d24f8a337cc1920d356d9534,DEVELOPMENT,P3 internal OOF evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p3/z2/re2tt/environment.json,artifacts/runs/z2/re2tt/environment.json,9342e06db91945be2e44703437229ba45b18bda8,d39635301ce7780d01a680b7e2f0e6cdf08c22ed,2c8791528d621e17dd45c962d49b659e7b1e338b61d8b4d3f32f6176569d7cef,2c8791528d621e17dd45c962d49b659e7b1e338b61d8b4d3f32f6176569d7cef,DEVELOPMENT,P3 internal OOF evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p3/z2/re2tt/manifest.json,artifacts/runs/z2/re2tt/manifest.json,9342e06db91945be2e44703437229ba45b18bda8,bbb84505da0a0f81a458f990cae2f12c0f22ff89,5a96a2d7b433712db8b44a8c2704766df810eae09878df3ae65a2ac97018f475,5a96a2d7b433712db8b44a8c2704766df810eae09878df3ae65a2ac97018f475,DEVELOPMENT,P3 internal OOF evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p3/z2/re2tt/metrics.json,artifacts/runs/z2/re2tt/metrics.json,9342e06db91945be2e44703437229ba45b18bda8,9747151c395f7f06f4ec599a23b2cc15cb97f5d6,da3917ce35e32a7cfea7d0a5d8710b1e5acd97e0c710050d7084864c60d7f2e2,da3917ce35e32a7cfea7d0a5d8710b1e5acd97e0c710050d7084864c60d7f2e2,DEVELOPMENT,P3 internal OOF evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p3/z2/re2tt/predictions.jsonl,artifacts/runs/z2/re2tt/predictions.jsonl,9342e06db91945be2e44703437229ba45b18bda8,f77a5037f36c8863510e32f3def843326a2bda7d,cf770b5ff4226f51625622bdd766d638793eb9a92c49ceff3c9f16b0cb05a702,cf770b5ff4226f51625622bdd766d638793eb9a92c49ceff3c9f16b0cb05a702,DEVELOPMENT,P3 internal OOF evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p3/z2/re2tt/runtime.json,artifacts/runs/z2/re2tt/runtime.json,9342e06db91945be2e44703437229ba45b18bda8,0d184bdaff55eeb9dafc6bbb50ea1190e6e2978e,2cd745eab846a958f3c06f5bea119ced9a4aa3e352ce3a1d86ec499401f14616,2cd745eab846a958f3c06f5bea119ced9a4aa3e352ce3a1d86ec499401f14616,DEVELOPMENT,P3 internal OOF evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p3/z3/re2ob/checksums.json,artifacts/runs/z3/re2ob/checksums.json,9342e06db91945be2e44703437229ba45b18bda8,35857be4a40f47e1f014ba5d3f6e141397cc7b35,e094e0e62c29fdd448fe093e78617cc760c6f829644a2e3bdee9b52d6cf49a31,e094e0e62c29fdd448fe093e78617cc760c6f829644a2e3bdee9b52d6cf49a31,DEVELOPMENT,P3 internal OOF evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p3/z3/re2ob/config.json,artifacts/runs/z3/re2ob/config.json,9342e06db91945be2e44703437229ba45b18bda8,fcdab3876a51026f5565fd81d41896e1e4d61458,56ca7d3353d871d8fe2ee2b093f80e19cd6c7a554192c8129e00767df9cf7d20,56ca7d3353d871d8fe2ee2b093f80e19cd6c7a554192c8129e00767df9cf7d20,DEVELOPMENT,P3 internal OOF evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p3/z3/re2ob/environment.json,artifacts/runs/z3/re2ob/environment.json,9342e06db91945be2e44703437229ba45b18bda8,d39635301ce7780d01a680b7e2f0e6cdf08c22ed,2c8791528d621e17dd45c962d49b659e7b1e338b61d8b4d3f32f6176569d7cef,2c8791528d621e17dd45c962d49b659e7b1e338b61d8b4d3f32f6176569d7cef,DEVELOPMENT,P3 internal OOF evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p3/z3/re2ob/manifest.json,artifacts/runs/z3/re2ob/manifest.json,9342e06db91945be2e44703437229ba45b18bda8,8797a6664683ee8afcc19542909c17bd67ac13c6,64e0ba9d38a51ffcbeb38f419d6e487a63d0f50680716aee48c74804fac43694,64e0ba9d38a51ffcbeb38f419d6e487a63d0f50680716aee48c74804fac43694,DEVELOPMENT,P3 internal OOF evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p3/z3/re2ob/metrics.json,artifacts/runs/z3/re2ob/metrics.json,9342e06db91945be2e44703437229ba45b18bda8,ed4d8e0f3e2131ce4294ea748b5708d94e852d87,7707f6b1a01e5c41b315e9e22cb551e3b31fc8029fc0ec1552ab298c27805d02,7707f6b1a01e5c41b315e9e22cb551e3b31fc8029fc0ec1552ab298c27805d02,DEVELOPMENT,P3 internal OOF evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p3/z3/re2ob/predictions.jsonl,artifacts/runs/z3/re2ob/predictions.jsonl,9342e06db91945be2e44703437229ba45b18bda8,3c7e5ed5af4ad324430a40efdd9ec70529107964,9132c68db9a504055e211a3706b6f0d72208db1616d6196ad5b18b3db2608607,9132c68db9a504055e211a3706b6f0d72208db1616d6196ad5b18b3db2608607,DEVELOPMENT,P3 internal OOF evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p3/z3/re2ob/runtime.json,artifacts/runs/z3/re2ob/runtime.json,9342e06db91945be2e44703437229ba45b18bda8,ce8b331ee036b641c48cb92ba89843fdd8cf4589,752cdfe7fdd35b42956ad4644b1c27747d7b9deb05d3649b861f4422037029bc,752cdfe7fdd35b42956ad4644b1c27747d7b9deb05d3649b861f4422037029bc,DEVELOPMENT,P3 internal OOF evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p3/z3/re2tt/checksums.json,artifacts/runs/z3/re2tt/checksums.json,9342e06db91945be2e44703437229ba45b18bda8,068cada942284d46b7dca5a13376edba010ce65c,b66e86d22dcdc0cc5509182383d98f6fd2c41f84f7b62bf7b19aa35be332a6ff,b66e86d22dcdc0cc5509182383d98f6fd2c41f84f7b62bf7b19aa35be332a6ff,DEVELOPMENT,P3 internal OOF evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p3/z3/re2tt/config.json,artifacts/runs/z3/re2tt/config.json,9342e06db91945be2e44703437229ba45b18bda8,fcdab3876a51026f5565fd81d41896e1e4d61458,56ca7d3353d871d8fe2ee2b093f80e19cd6c7a554192c8129e00767df9cf7d20,56ca7d3353d871d8fe2ee2b093f80e19cd6c7a554192c8129e00767df9cf7d20,DEVELOPMENT,P3 internal OOF evidence,true,COPIED,byte-identical copy of committed frozen evidence,
raw/p3/z3/re2tt/environment.json,artifacts/runs/z3/re2tt/environment.json,9342e06db91945be2e44703437229ba45b18bda8,d39635301ce7780d01a680b7e2f0e6cdf08c22ed,2c8791528d621e17dd45c962d49b659e7b1e338b61d8b4d3f32f6176569d7cef,2c8791528d621e17dd45c962d49b659e7b1e338b61d8b4d3f32f6176569d7cef,DEVELOPMENT,P3 internal OOF evidence,true,COPIED,byte-identical copy of committed frozen evidence,
